#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:55:47 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:55:47	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F290%2Fcatalog&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType%2CRmag&-out.max=200000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7290
#Name: VII/290
#Title: The Million Quasars (Milliquas) catalogue, version 7.2 (Flesch, 2021)
#INFO	ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	creator=Flesch E.W.	    First author or institution
#INFO	cites=bibcode:2015PASA...32...10F	    Article or Data origin sources
#INFO	journal=PASA	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/290	    Dataset landing page
#INFO	publication_date=2024-02-13	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_290_catalog:
#Name: VII/290/catalog
#Title: The catalogue (v7.2), 30-April-2021
#Column	Name	(A25)	ID from the literature, or J2000 (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F11.7)	Right ascension J2000 (degrees) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination J2000 (degrees) (1)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	? Redshift from the literature or estimated (7)	[ucd=src.redshift]
#Column	Type	(A4)	Classification of object, and associations (3)	[ucd=meta.code.class;src.class]
#Column	Rmag	(F5.2)	? Red optical magnitude (4)	[ucd=phot.mag;em.opt.R]
Name	RAJ2000	DEJ2000	z	Type	Rmag
SVA1_COADD-2970717582    	009.4329447	-43.7877140	 2.257	QX  	18.70
WISEA J003743.88-481259.3	009.4329540	-48.2164619	 1.200	q   	19.87
SDSS J003743.93+285233.4 	009.4330902	+28.8759549	 1.934	Q   	20.46
SDSS J003743.95+124401.1 	009.4331518	+12.7336470	 2.281	Q   	22.50
2QZ J003743.9-301542     	009.4331637	-30.2618506	 0.844	Q   	20.36
SDSS J003743.99+090738.8 	009.4332964	+09.1274914	 1.652	Q   	20.28
SDSS J003744.00+320208.8 	009.4333490	+32.0357855	 1.283	Q   	21.40
J003744.03-272423.1      	009.4334699	-27.4064208	 0.200	X   	20.24
SDSS J003744.03+213705.3 	009.4334846	+21.6181608	 1.506	Q   	21.08
WISEA J003744.06-525751.2	009.4338055	-52.9643556	 0.700	q   	20.21
SDSS J003744.13+332709.4 	009.4339167	+33.4526056	 1.810	Q   	19.67
WISEA J003744.16-474547.1	009.4340355	-47.7629948	 2.400	q   	19.48
2QZ J003744.2-315647     	009.4343718	-31.9464931	 1.282	Q   	19.50
WISEA J003744.25-512832.1	009.4343927	-51.4755954	 0.300	q   	18.94
SDSS J003744.26-051141.9 	009.4344185	-05.1950229	 2.303	Q   	20.52
LAMOSTJ003744.29+411520.3	009.4346439	+41.2556460	 0.228	AX  	18.45
SDSS J003744.37-063641.6 	009.4349213	-06.6115524	 3.324	Q   	20.73
WISEA J003744.38+505143.1	009.4349420	+50.8619873	 0.400	q   	18.85
WISEA J003744.39-242202.2	009.4349911	-24.3672848	 2.400	q   	19.82
J003744.40+412607.6      	009.4350000	+41.4354445	      	X   	21.41
SDSS J003744.48+035141.3 	009.4353576	+03.8614338	 1.257	Q   	20.27
SDSS J003744.53+081940.9 	009.4355625	+08.3280456	 1.483	Q   	21.60
SDSS J003744.53+071806.9 	009.4355768	+07.3019628	 1.994	Q   	20.63
SDSS J003744.56+170500.4 	009.4356738	+17.0834667	 2.179	Q   	21.26
J003744.65+414057.4      	009.4360540	+41.6826207	 0.100	X   	20.52
SDSS J003744.66+042333.5 	009.4360980	+04.3926111	 2.307	Q   	20.59
SDSS J003744.70-031135.0 	009.4363089	-03.1930432	 1.010	Q   	20.36
SDSS J003744.76+110126.3 	009.4365067	+11.0239879	 1.300	qX  	19.01
SDSS J003744.78+013407.6 	009.4366014	+01.5688033	 2.181	Q   	18.84
SDSS J003744.79+023440.3 	009.4366464	+02.5778715	 0.539	Q   	20.10
2QZ J003744.8-281748     	009.4367472	-28.2967199	 1.013	Q   	19.28
WISEA J003744.82-453125.5	009.4367486	-45.5236990	 1.300	q   	18.16
WISEA J003744.88-412958.9	009.4369129	-41.4997155	 2.200	q   	19.46
SDSS J003744.86+045618.1 	009.4369328	+04.9383520	 2.685	Q   	19.87
SDSS J003744.88-074022.9 	009.4370073	-07.6730463	 0.945	Q   	20.81
SDSS J003744.92+010516.0 	009.4372031	+01.0878217	 0.890	A   	20.78
WISEA J003744.93-411515.3	009.4372202	-41.2542675	 1.300	q   	19.71
SDSS J003744.95+045420.0 	009.4372703	+04.9055549	 1.518	Q   	20.19
WISEA J003745.00-330712.5	009.4374939	-33.1201541	 2.200	q   	18.79
SDSS J003745.00+002728.0 	009.4375077	+00.4577941	 2.029	Q   	22.37
WISEA J003745.02+743959.1	009.4375968	+74.6663973	 1.400	q   	18.96
SDSS J003745.03+285512.5 	009.4376487	+28.9201267	 1.620	Q   	20.61
SDSS J003745.05+051536.7 	009.4377456	+05.2601978	 0.463	N   	21.07
SDSS J003745.09-005527.1 	009.4379160	-00.9241994	 1.631	Q   	18.45
SDSS J003745.15+330538.1 	009.4381480	+33.0939376	 1.580	Q   	20.28
J003745.16-273436.2      	009.4382015	-27.5767335	 0.300	X   	20.10
SDSS J003745.18+033829.8 	009.4382570	+03.6416261	 1.487	qR  	21.97
WISEA J003745.22+372105.0	009.4384678	+37.3514587	 2.400	q   	19.30
SDSS J003745.28-024735.8 	009.4386821	-02.7932511	 1.666	Q   	21.48
SDSS J003745.34+024501.4 	009.4389349	+02.7503992	 2.191	Q   	21.56
2SLAQ J003745.42-001825.6	009.4392792	-00.3071306	 1.783	Q   	20.93
SDSS J003745.43-013836.9 	009.4393218	-01.6436322	 2.711	Q   	20.71
SDSS J003745.50+312338.3 	009.4395982	+31.3940032	 1.039	Q   	19.11
SDSS J003745.52+130351.8 	009.4396558	+13.0644381	 2.730	Q   	21.64
SDSS J003745.55+174338.9 	009.4398321	+17.7274835	 2.113	Q   	21.35
WISEA J003745.56-185701.0	009.4399195	-18.9503492	 2.000	q   	19.77
WISEA J003745.60-602851.0	009.4400019	-60.4808922	 2.100	q   	18.79
WISEA J003745.60-334152.1	009.4400289	-33.6978159	 0.800	qX  	19.99
SDSS J003745.63-070312.3 	009.4400925	-07.0534630	 0.687	Q   	20.05
SDSS J003745.73+093858.4 	009.4405467	+09.6495846	 0.846	Q   	19.74
WISEA J003745.75-202815.2	009.4406326	-20.4708025	 2.100	q   	19.10
J003745.77-334546.8      	009.4407223	-33.7630000	      	X   	
SDSS J003745.78+295944.8 	009.4407881	+29.9958049	 2.021	Q   	21.61
SDSS J003745.79-015804.3 	009.4407955	-01.9678854	 2.594	Q   	19.91
SDSS J003745.78+011935.2 	009.4408260	+01.3264699	 0.842	Q   	19.81
WISEA J003745.79+125600.0	009.4408285	+12.9333364	 0.300	q   	17.78
SDSS J003745.80+182943.3 	009.4408358	+18.4953630	 0.348	N   	18.36
SDSS J003745.81+334754.4 	009.4409271	+33.7984556	 1.731	Q   	19.19
SDSS J003745.82+221023.8 	009.4409285	+22.1733071	 0.733	Q   	19.34
WISEA J003745.81-224914.9	009.4409638	-22.8208320	 2.500	q   	19.20
SDSS J003745.83-064120.5 	009.4409805	-06.6890068	 0.421	AR  	18.93
SDSS J003745.85+214720.5 	009.4410494	+21.7890710	 2.739	Q   	18.97
SDSS J003745.86+022603.6 	009.4410962	+02.4343507	 1.439	Q   	21.07
SDSS J003745.93+340219.7 	009.4414048	+34.0388003	 1.508	Q   	19.94
WISEA J003745.99+444326.1	009.4415547	+44.7240162	 1.100	q   	20.66
SDSS J003745.98+352110.8 	009.4416113	+35.3530246	 1.028	Q   	20.23
J003746.00-433003.7      	009.4416918	-43.5010338	      	X   	20.49
SDSS J003746.08+354449.6 	009.4420017	+35.7471432	 1.158	Q   	19.75
4C 36.01                 	009.4422661	+36.9863594	 0.366	ARX 	17.75
WISEA J003746.16-163157.5	009.4423421	-16.5326621	 2.400	q   	19.50
J003746.17+384759.6      	009.4424106	+38.7999140	      	2   	19.59
SDSS J003746.21-011444.2 	009.4425581	-01.2456623	 2.680	Q   	20.43
2QZ J003746.3-275850     	009.4428923	-27.9805022	 1.910	Q   	19.80
SDSS J003746.29+135535.6 	009.4428969	+13.9265676	 2.153	Q   	22.24
SVA1_COADD-2970712230    	009.4430320	-43.8499500	 1.454	QX  	22.87
WISEA J003746.37+142726.2	009.4432001	+14.4572620	 0.900	q   	21.93
SDSS J003746.41+414925.7 	009.4433775	+41.8238182	      	qX  	19.42
WISEA J003746.41-535811.9	009.4434330	-53.9700048	 1.300	q   	19.03
SDSS J003746.43+093824.9 	009.4434593	+09.6402576	 2.814	Q   	21.66
SDSS J003746.52+060550.7 	009.4438793	+06.0974355	 1.581	Q   	21.31
SDSS J003746.57+051349.8 	009.4440780	+05.2305044	 2.010	Q   	21.19
SDSS J003746.60+331336.0 	009.4442094	+33.2267005	 0.566	Q   	21.02
J003746.61+390901.0      	009.4442154	+39.1502959	 0.300	X   	19.60
SDSS J003746.61+003541.6 	009.4442188	+00.5949122	 1.306	Q   	20.54
SDSS J003746.72+233253.5 	009.4447045	+23.5482294	 2.611	Q   	20.61
SDSS J003746.74+290958.1 	009.4447908	+29.1661580	 0.409	N   	19.07
J003746.75+481342.6      	009.4448043	+48.2285207	 2.100	X   	19.53
WISEA J003746.78-252739.3	009.4449133	-25.4608446	 0.800	q   	19.07
WISEA J003746.88-245537.3	009.4453386	-24.9269984	 0.400	qX  	20.34
2SLAQ J003746.95-002052.5	009.4456498	-00.3479334	 2.616	Q   	20.90
SDSS J003746.96+201459.2 	009.4456841	+20.2497864	 1.692	Q   	21.97
WISEA J003747.01-524509.7	009.4459266	-52.7527093	 2.100	q   	18.92
J003747.04+425631.6      	009.4460264	+42.9421112	 1.200	X   	19.20
SDSS J003747.08-035328.1 	009.4461862	-03.8911642	 0.950	Q   	21.37
SDSS J003747.09-014427.3 	009.4462566	-01.7409697	 1.057	Q   	20.28
SDSS J003747.11-005553.3 	009.4462956	-00.9314976	 2.083	Q   	21.82
2QZ J003747.1-291333     	009.4462960	-29.2257539	 0.420	Q   	19.92
2QZ J003747.1-284423     	009.4463492	-28.7398552	 1.373	Q   	19.57
SDSS J003747.20+061532.0 	009.4467068	+06.2589130	 2.595	Q   	19.82
SDSS J003747.23+034544.2 	009.4468232	+03.7622639	 1.353	Q   	18.97
WISEA J003747.26-271003.3	009.4469431	-27.1675846	 0.300	q   	19.00
WISEA J003747.33+413551.4	009.4472222	+41.5976132	 1.000	qX  	19.70
SDSS J003747.34+323307.9 	009.4472647	+32.5522115	 0.876	Q   	20.77
SDSS J003747.43+000152.9 	009.4476276	+00.0313816	 2.259	Q   	22.07
SDSS J003747.45+231923.4 	009.4477369	+23.3232152	 2.092	Q   	21.11
SDSS J003747.55+090812.7 	009.4481373	+09.1368639	 1.528	QX  	19.76
J003747.60+431956.4      	009.4483612	+43.3323334	      	X   	20.63
SDSS J003747.70-000509.6 	009.4487238	-00.0860314	 0.892	QR  	20.12
SDSS J003747.69+055658.8 	009.4487572	+05.9497081	 1.196	Q   	19.07
SDSS J003747.75+353006.1 	009.4489855	+35.5017260	 1.252	Q   	20.15
SDSS J003747.75+140606.6 	009.4490067	+14.1018285	 2.081	Q   	20.09
SDSS J003747.79+222515.2 	009.4491788	+22.4209436	 1.632	Q   	20.60
WISEA J003747.81-203246.0	009.4492257	-20.5461313	 1.100	q   	18.83
SDSS J003747.86-003509.7 	009.4494402	-00.5860423	 2.785	Q   	21.10
SDSS J003747.89+144205.0 	009.4495586	+14.7014153	 1.874	Q   	21.82
SDSS J003747.89+044304.7 	009.4495729	+04.7179686	 1.587	Q   	20.68
SDSS J003747.92+413925.3 	009.4497204	+41.6570549	 3.100	qX  	19.62
SDSS J003747.98+170504.0 	009.4499335	+17.0844453	 3.664	Q   	20.91
Q 0037+3908              	009.4499995	+39.1496201	 1.130	Q   	18.28
WISEA J003748.02-245551.8	009.4500074	-24.9308518	 1.200	q   	19.24
WISEA J003748.03+314212.5	009.4501621	+31.7034740	 0.300	q   	19.87
SDSS J003748.08+122813.4 	009.4503453	+12.4704044	 2.170	Q   	20.21
SDSS J003748.12+073636.0 	009.4505310	+07.6100105	 2.370	Q   	21.38
SDSS J003748.26-071209.7 	009.4510991	-07.2027147	 1.905	Q   	21.80
SDSS J003748.28+254235.3 	009.4511784	+25.7098205	 1.791	Q   	20.45
SDSS J003748.31-030330.4 	009.4513322	-03.0584506	 2.580	Q   	18.04
J003748.32+130556.8      	009.4513425	+13.0991233	 1.100	X   	19.98
SDSS J003748.32+021151.9 	009.4513596	+02.1977822	 1.551	Q   	21.07
WISEA J003748.34-343007.2	009.4514257	-34.5020251	 2.500	q   	19.26
SDSS J003748.35+302456.1 	009.4514852	+30.4155926	 2.208	Q   	21.32
SDSS J003748.41-032903.8 	009.4517402	-03.4844074	 0.980	Q   	18.90
SDSS J003748.42+023120.1 	009.4517619	+02.5222775	 0.507	N   	21.14
SDSS J003748.52+340642.7 	009.4521884	+34.1118847	 1.138	Q   	21.26
J003748.53-132414.1      	009.4522486	-13.4039212	 3.700	R   	20.50
SDSS J003748.58+211101.7 	009.4524455	+21.1838307	 2.639	Q   	20.47
SDSS J003748.61+310616.7 	009.4525487	+31.1046462	 1.013	Q   	19.42
LAMOSTJ003748.59+343747.9	009.4525725	+34.6299124	 0.135	A   	15.85
SDSS J003748.66-022038.5 	009.4527850	-02.3440610	 1.284	Q   	19.22
SDSS J003748.68+282312.0 	009.4529081	+28.3866665	 1.628	Q   	20.52
ATLAS S1190              	009.4530000	-43.0366584	 0.220	N   	18.40
WISEA J003748.75-050631.1	009.4531452	-05.1086561	 1.100	q   	18.52
SDSS J003748.77+071624.1 	009.4532426	+07.2733920	 1.507	Q   	19.76
WISEA J003748.87-591456.0	009.4536569	-59.2489119	 3.100	q   	20.13
SDSS J003748.91+181500.7 	009.4538060	+18.2501867	 0.910	Q   	19.72
WISEA J003748.93+162517.3	009.4538702	+16.4214837	 1.000	qRX 	18.17
WISEA J003748.94-543330.5	009.4541345	-54.5585181	 1.300	q   	19.31
SDSS J003749.07-065428.9 	009.4544368	-06.9080466	 2.331	Q   	19.75
SDSS J003749.16+040838.3 	009.4548508	+04.1439608	 2.013	Q   	21.52
SDSS J003749.19+155208.3 	009.4549969	+15.8689822	 4.070	Q   	20.07
WISEA J003749.21+322138.4	009.4550590	+32.3606740	 0.200	q   	19.34
SDSS J003749.24-031825.4 	009.4552395	-03.3070407	 2.410	Q   	20.17
SDSS J003749.26+013631.9 	009.4552556	+01.6088669	 1.476	Q   	21.64
SDSS J003749.26+293156.2 	009.4552725	+29.5323180	 2.294	Q   	20.49
WISEA J003749.35-463119.7	009.4556483	-46.5221520	 1.400	q   	19.19
WISEA J003749.39-490135.4	009.4558073	-49.0265127	 0.100	q   	18.01
2QZ J003749.4-315559     	009.4558334	-31.9331112	 0.263	K   	19.73
SDSS J003749.40+313816.8 	009.4558340	+31.6380183	 0.803	Q   	20.94
J003749.44-803924.3      	009.4560060	-80.6567730	      	R   	20.26
WISEA J003749.48-662114.3	009.4561198	-66.3539888	 1.800	q   	20.07
SDSS J003749.47+264205.0 	009.4561455	+26.7014064	 1.346	Q   	20.72
SDSS J003749.49+285917.0 	009.4562693	+28.9880630	 0.795	Q   	20.01
SDSS J003749.50+042911.8 	009.4562788	+04.4866202	 4.500	Q   	21.13
SDSS J003749.55+270733.2 	009.4564607	+27.1259130	 0.451	A   	19.14
WISEA J003749.58-383041.8	009.4566002	-38.5116196	 0.700	q   	17.30
SDSS J003749.64+330801.6 	009.4568634	+33.1337912	 1.984	Q   	21.32
WISEA J003749.68+605006.0	009.4570332	+60.8349933	 1.200	q   	18.93
SDSS J003749.79+003144.2 	009.4574616	+00.5289473	 1.488	Q   	22.31
WISEA J003749.94-363530.4	009.4580856	-36.5917740	 1.400	q   	19.43
LIRAS J003749.95+090711.0	009.4581606	+09.1197391	 1.522	QX  	20.62
J003750.00-334641.1      	009.4583370	-33.7781109	      	X   	20.46
SDSS J003750.00+154624.7 	009.4583608	+15.7735339	 1.343	Q   	20.35
SDSS J003750.02+095221.9 	009.4583840	+09.8727562	 2.184	Q   	21.33
SDSS J003750.04+322416.0 	009.4585066	+32.4044300	 0.618	Q   	20.76
SDSS J003750.10+000654.8 	009.4587618	+00.1152292	 2.019	Q   	19.98
WISEA J003750.12-092054.5	009.4588857	-09.3485085	 2.700	q   	18.89
WISEA J003750.15-544111.6	009.4593922	-54.6865455	 0.100	q   	18.87
WISEA J003750.32-061151.4	009.4596743	-06.1976034	 1.300	q   	18.88
WISEA J003750.33-125716.2	009.4596996	-12.9544890	 1.900	q   	19.92
J003750.34-091344.3      	009.4597541	-09.2289753	 3.900	X   	20.30
SDSS J003750.34+030924.7 	009.4597593	+03.1568766	 2.008	Q   	22.21
J003750.36+412536.9      	009.4598334	+41.4269167	      	X   	22.09
SDSS J003750.55-041505.6 	009.4606269	-04.2515767	 1.396	Q   	20.63
SDSS J003750.57+331710.3 	009.4607446	+33.2862109	 1.083	Q   	21.06
J003750.58-065002.9      	009.4607715	-06.8341585	 0.300	R   	19.23
J003750.68+422305.6      	009.4612016	+42.3848944	 2.300	X   	20.89
SDSS J003750.69+234319.8 	009.4612352	+23.7221709	 1.297	Q   	20.60
WISEA J003750.78-343746.0	009.4613726	-34.6296121	 1.100	q   	20.31
SDSS J003750.73+332023.7 	009.4613857	+33.3399307	 1.082	Q   	18.96
J003750.79-090800.4      	009.4616352	-09.1334507	 1.800	X   	20.96
SDSS J003750.79+260839.2 	009.4616456	+26.1442540	 1.533	Q   	21.09
2QZ J003750.8-293959     	009.4617081	-29.6665694	 2.355	Q   	19.14
NVSS J003750+123818      	009.4620025	+12.6388541	 0.089	BRX 	15.19
J003750.98-071730.4      	009.4624445	-07.2917778	      	R   	21.72
SDSS J003751.00+271704.3 	009.4625167	+27.2845511	 2.107	Q   	21.16
SDSS J003751.00+040438.9 	009.4625279	+04.0774813	 1.953	Q   	21.43
J003751.02+422604.0      	009.4626064	+42.4344572	 1.900	X   	20.89
J003751.09-272139.7      	009.4629009	-27.3610440	 0.500	X   	19.94
SDSS J003751.13+062202.0 	009.4630588	+06.3672508	 1.813	Q   	19.79
SDSS J003751.27+263349.2 	009.4636491	+26.5636952	 2.145	Q   	20.72
SDSS J003751.27+183511.2 	009.4636560	+18.5864446	 1.534	Q   	22.08
SDSS J003751.27-051744.3 	009.4636652	-05.2956600	 1.563	Q   	21.22
SDSS J003751.28+281040.3 	009.4636874	+28.1778796	 1.543	Q   	21.57
SDSS J003751.29+270625.0 	009.4637589	+27.1069581	 1.428	Q   	20.76
SDSS J003751.30+360632.1 	009.4637843	+36.1089357	 1.213	Q   	18.77
SDSS J003751.39+165015.7 	009.4641550	+16.8376900	 0.702	Q   	20.26
SDSS J003751.43-001249.3 	009.4643018	-00.2137116	 1.682	Q   	22.28
WISEA J003751.47-610337.7	009.4644629	-61.0604819	 1.300	q   	18.72
SDSS J003751.49+345800.7 	009.4645686	+34.9668649	 1.511	Q   	19.82
SDSS J003751.50+321820.4 	009.4646049	+32.3056747	 1.676	Q   	21.68
SDSS J003751.57+334254.7 	009.4649008	+33.7151987	 1.143	Q   	21.91
SDSS J003751.57+165254.4 	009.4649056	+16.8817940	 0.628	A   	22.17
J003751.60-435717.9      	009.4650000	-43.9549723	      	X   	20.77
WISEA J003751.61+415436.8	009.4651089	+41.9101800	 1.200	qX  	18.82
SDSS J003751.69+301847.1 	009.4654265	+30.3130686	 0.806	Q   	19.02
SDSS J003751.75+012102.5 	009.4656619	+01.3507123	 2.936	Q   	20.55
SDSS J003751.79+012240.0 	009.4658227	+01.3777885	 1.504	Q   	21.00
SDSS J003751.79+141426.2 	009.4658441	+14.2406230	 2.388	Q   	20.71
J003751.82+131843.4      	009.4659445	+13.3120556	      	X   	22.43
WISEA J003751.93+493846.3	009.4661119	+49.6460976	 0.900	q   	20.39
SDSS J003751.87-052653.1 	009.4661522	-05.4481103	 2.256	Q   	19.14
SDSS J003751.90+184241.7 	009.4662610	+18.7115887	 2.253	Q   	21.31
SDSS J003751.90-023845.2 	009.4662643	-02.6459138	 2.273	Q   	18.71
SDSS J003751.91-051642.2 	009.4663026	-05.2784127	 1.539	Q   	21.67
J003752.00-434533.4      	009.4666945	-43.7592778	      	X   	20.99
SDSS J003752.02+242509.4 	009.4667787	+24.4192947	 2.055	Q   	21.84
WISEA J003752.15-142803.5	009.4673008	-14.4676370	 0.300	q   	18.71
WISEA J003752.16-550245.5	009.4673777	-55.0459776	 1.200	q   	17.30
SDSS J003752.21+302548.6 	009.4675760	+30.4301945	 2.200	qR  	22.26
SDSS J003752.25+041217.2 	009.4677404	+04.2047930	 2.660	Q   	19.20
WISEA J003752.27-351433.0	009.4677650	-35.2424866	 0.200	q   	18.10
WISEA J003752.26-363501.2	009.4678076	-36.5836578	 0.300	qX  	18.96
WISEA J003752.27-422353.9	009.4678175	-42.3982920	 0.300	q   	19.59
SDSS J003752.29-000106.3 	009.4678666	-00.0184858	 0.590	Q   	20.71
WISEA J003752.30-415438.4	009.4679340	-41.9106933	 0.300	q   	19.19
HS 0035+4405             	009.4680278	+44.3590933	 2.710	Q   	16.96
WISEA J003752.33+461009.2	009.4681315	+46.1692006	 0.700	q   	20.55
SDSS J003752.37+252451.9 	009.4682319	+25.4144441	 1.897	Q   	21.82
SVA1_COADD-2970720709    	009.4682990	-43.7520310	 1.104	Q   	20.65
SDSS J003752.57-014600.4 	009.4690644	-01.7668002	 2.491	Q   	21.65
SDSS J003752.57+161142.4 	009.4690644	+16.1951209	 2.713	Q   	21.02
2SLAQ J003752.58-001357.2	009.4691218	-00.2325908	 1.166	Q   	20.41
PGC 1834753              	009.4691756	+28.4035417	 0.158	NR  	16.11
J003752.64-375805.2      	009.4693489	-37.9681362	      	R   	17.16
SDSS J003752.64+013158.9 	009.4693500	+01.5330546	 0.588	Q   	20.52
SDSS J003752.68+334545.5 	009.4695554	+33.7626836	 2.089	QR2 	18.37
SDSS J003752.69+174442.5 	009.4695720	+17.7451512	 2.122	Q   	21.20
SDSS J003752.72+073830.0 	009.4696899	+07.6416936	 1.122	Q   	21.00
J003752.76-182546.9      	009.4698334	-18.4296945	      	R   	20.09
WISEA J003752.79+114705.8	009.4701384	+11.7848317	 0.700	q   	19.18
SDSS J003752.85-035351.5 	009.4702480	-03.8976456	 1.660	Q   	21.16
SDSS J003752.86+000128.1 	009.4702849	+00.0244736	 3.181	QR  	21.76
WISEA J003752.86-250526.4	009.4703061	-25.0906979	 1.000	qX  	18.04
SDSS J003752.97+310531.8 	009.4707169	+31.0921674	 1.250	Q   	19.31
WISEA J003752.98+471533.6	009.4707221	+47.2593338	 1.300	q   	18.98
SDSS J003752.98+083946.1 	009.4707587	+08.6628113	 2.684	QR  	20.40
Q J00378-4328            	009.4710936	-43.4735010	 0.398	QX  	18.87
SDSS J003753.09+233446.7 	009.4712106	+23.5796501	 2.324	Q   	22.00
SDSS J003753.15+030716.6 	009.4714623	+03.1212960	 0.193	A   	20.00
SDSS J003753.21+053102.0 	009.4717275	+05.5172478	 1.347	Q   	20.69
SDSS J003753.23+203224.1 	009.4718177	+20.5400514	 2.864	Q   	20.83
SDSS J003753.37+252143.9 	009.4724206	+25.3622042	 1.828	Q   	20.73
WISEA J003753.40+261339.2	009.4724943	+26.2275745	 1.100	qR  	17.61
J003753.41+060348.1      	009.4725556	+06.0633612	      	R   	22.05
SDSS J003753.48-040334.8 	009.4728361	-04.0596859	 3.147	Q   	20.90
SDSS J003753.49+305528.6 	009.4728757	+30.9246062	 1.835	Q   	19.95
SDSS J003753.50+275348.0 	009.4729561	+27.8966872	 0.825	Q   	21.30
J003753.52+220732.1      	009.4730000	+22.1255834	      	R   	22.13
J003753.52+404638.3      	009.4730093	+40.7773207	 0.100	X   	19.58
SDSS J003753.56+041925.2 	009.4731757	+04.3236669	 2.055	Q   	20.32
J003753.57-512341.5      	009.4732223	-51.3948612	      	X   	20.33
SDSS J003753.59+275615.9 	009.4733303	+27.9377212	 1.280	Q   	21.10
J003753.65-272336.1      	009.4735556	-27.3933612	      	X   	20.97
SDSS J003753.67+324644.3 	009.4736486	+32.7789742	 1.475	Q   	20.75
SDSS J003753.71+290654.8 	009.4738129	+29.1152351	 1.613	Q   	22.00
WISEA J003753.71-544828.3	009.4738790	-54.8078671	 2.000	q   	18.27
SDSS J003753.72-093331.8 	009.4738827	-09.5588457	 0.399	Q   	18.94
WISEA J003753.74+110638.0	009.4739505	+11.1105453	 2.100	q   	18.30
SDSS J003753.75+195155.1 	009.4739792	+19.8653329	 2.371	Q   	22.05
WISEA J003753.73-575008.4	009.4740169	-57.8356532	 1.100	q   	19.59
SDSS J003753.85-031130.5 	009.4744385	-03.1917730	 1.536	Q   	21.44
SDSS J003753.88+225724.6 	009.4745142	+22.9568524	 1.454	Q   	19.52
SDSS J003753.90+035401.2 	009.4745972	+03.9003591	 1.435	Q   	21.53
SDSS J003753.92+234804.9 	009.4746937	+23.8013555	 1.277	QX  	19.83
SDSS J003753.97+132308.8 	009.4748889	+13.3857948	 2.100	qX  	21.18
SDSS J003753.99+173405.6 	009.4749786	+17.5682632	 1.422	Q   	21.05
WISEA J003754.01-265415.0	009.4750833	-26.9041820	 0.400	q   	20.14
SDSS J003754.02+151929.7 	009.4751222	+15.3249131	 0.486	Q   	20.76
SDSS J003754.12+004418.7 	009.4755067	+00.7385381	 2.276	Q   	21.82
WISEA J003754.17-111142.8	009.4757367	-11.1952395	 1.200	q   	18.99
WISEA J003754.18-261621.8	009.4758077	-26.2727245	 1.100	q   	18.77
SDSS J003754.22+354901.0 	009.4759240	+35.8169700	 1.095	Q   	22.10
SDSS J003754.28+025152.0 	009.4762061	+02.8644611	 2.735	Q   	21.62
WISEA J003754.29+360639.4	009.4762519	+36.1110864	 0.200	q   	21.22
WISEA J003754.31-221700.8	009.4763293	-22.2835568	 0.400	q   	20.78
SDSS J003754.33+055500.8 	009.4764230	+05.9169336	 1.174	Q   	19.32
J003754.42-441712.7      	009.4767778	-44.2868612	      	X   	19.92
ELAIS J00379-4411        	009.4770556	-44.1851112	 0.212	K   	18.36
SDSS J003754.51+131326.6 	009.4771433	+13.2240744	      	qX  	22.49
WISEA J003754.52+461938.6	009.4771491	+46.3272376	 1.500	q   	20.55
J003754.54-271544.2      	009.4772778	-27.2622778	      	X   	20.83
SDSS J003754.56-022903.0 	009.4773412	-02.4841871	 2.075	Q   	21.16
SDSS J003754.57-021443.2 	009.4773805	-02.2453612	 1.642	Q   	20.57
J003754.57+214103.4      	009.4773889	+21.6842778	      	X   	20.33
SDSS J003754.57+203655.3 	009.4773987	+20.6153732	 2.472	Q   	22.09
2MASSi J0037545-301458   	009.4775008	-30.2496015	 2.750	Q   	18.41
SVA1_COADD-2970772401    	009.4778110	-43.4783290	 2.881	Q   	23.03
SDSS J003754.72+062536.2 	009.4780142	+06.4267465	 1.486	Q   	21.06
SDSS J003754.86+052250.2 	009.4786135	+05.3806129	 2.809	Q   	21.62
