#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:38 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:38	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F289%2Fdr16q&-out=SDSS%2CRAJ2000%2CDEJ2000%2Cz&-out.max=120000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7289
#Name: VII/289
#Title: SDSS quasar catalog, sixteenth data release (DR16Q) (Lyke+, 2020)
#INFO	ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	creator=Lyke B.W.	    First author or institution
#INFO	cites=bibcode:2020ApJS..250....8L	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/289	    Dataset landing page
#INFO	publication_date=2021-03-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_289_dr16q:
#Name: VII/289/dr16q
#Title: The SDSS quasar-only catalog from DR16 (DR16Q)
#Column	SDSS	(A18)	SDSS-DR16 designation (HHMMSS.ss+DDMMSS.s; J2000) (SDSS_NAME)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-17.53/84.44] Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F11.6)	[-0.0027/7.03]? Best available redshift	[ucd=src.redshift;pos.heliocentric]
SDSS	RAJ2000	DEJ2000	z
101509.11+174910.0	153.787975	+17.819457	   2.603000
101509.11+433123.7	153.787986	+43.523270	   3.052297
101509.14+413212.5	153.788102	+41.536810	   2.427969
101509.40+414314.3	153.789187	+41.720650	   0.941389
101509.41+431412.5	153.789211	+43.236811	   1.245566
101509.49+462315.0	153.789583	+46.387505	   1.335000
101509.52+531925.3	153.789701	+53.323705	   1.252850
101509.53+114829.2	153.789718	+11.808134	   3.282000
101509.60-001621.4	153.790028	-00.272635	   2.498000
101509.66+260948.9	153.790253	+26.163605	   1.945000
101509.68+251544.7	153.790342	+25.262429	   2.415000
101509.69+374221.4	153.790378	+37.705957	   0.573000
101509.82+604410.7	153.790945	+60.736328	   2.005000
101509.84+455924.2	153.791038	+45.990057	   2.186000
101509.88+154653.5	153.791175	+15.781534	   2.391000
101509.89+342838.3	153.791240	+34.477333	   1.454306
101509.94+044103.4	153.791426	+04.684290	   0.684000
101509.96+564905.0	153.791529	+56.818056	   1.670000
101510.04+292831.4	153.791844	+29.475398	   1.099566
101510.07+201754.8	153.791989	+20.298578	   2.267000
101510.15+393743.3	153.792325	+39.628708	   1.723000
101510.40+460904.3	153.793337	+46.151203	   2.895000
101510.42+305548.2	153.793435	+30.930057	   1.665016
101510.46+210124.5	153.793592	+21.023491	   2.396000
101510.54+044240.2	153.793958	+04.711187	   0.613195
101510.56+580448.0	153.794014	+58.080003	   3.040000
101510.59+423742.2	153.794143	+42.628407	   1.914113
101510.69+363610.7	153.794567	+36.602994	   2.050313
101510.71+583932.6	153.794633	+58.659058	   2.002906
101510.80+290647.4	153.795033	+29.113190	   1.031538
101510.89+451429.4	153.795397	+45.241526	   1.121000
101510.96+524542.1	153.795688	+52.761699	   1.901480
101511.02+044757.7	153.795952	+04.799378	   3.145000
101511.04+395326.4	153.796015	+39.890689	   1.640788
101511.22+500733.5	153.796759	+50.125982	   0.854405
101511.36+301824.2	153.797370	+30.306726	   1.786000
101511.50+355150.0	153.797921	+35.863904	   0.947688
101511.74-014723.4	153.798941	-01.789846	   2.851000
101511.87+570059.7	153.799481	+57.016590	   1.565000
101511.94+494254.4	153.799756	+49.715113	   2.265000
101511.94+520707.3	153.799762	+52.118704	   0.885824
101511.95+572037.9	153.799802	+57.343882	   1.610647
101511.98+462141.7	153.799945	+46.361585	   1.443000
101512.00+302814.2	153.800004	+30.470618	   0.942000
101512.01+110219.4	153.800046	+11.038726	   0.821000
101512.09+231838.3	153.800409	+23.310654	   1.371523
101512.21+490210.8	153.800875	+49.036356	   1.507000
101512.28+275726.6	153.801174	+27.957399	   1.368756
101512.35+314534.7	153.801499	+31.759654	   1.385167
101512.47+060905.6	153.801976	+06.151559	   2.862000
101512.57+451509.3	153.802415	+45.252586	   1.566000
101512.59+345541.3	153.802495	+34.928158	   2.006907
101512.82+501045.3	153.803425	+50.179259	   2.282000
101512.84+435525.6	153.803537	+43.923799	   0.966576
101512.89+514708.9	153.803725	+51.785823	   0.636234
101512.91+520704.9	153.803819	+52.118030	   1.268000
101512.92+503534.6	153.803834	+50.592952	   1.405297
101512.94+584111.1	153.803933	+58.686443	   1.360804
101512.99+391709.2	153.804152	+39.285904	   1.291166
101513.06+150453.6	153.804455	+15.081583	   1.315500
101513.12+571632.6	153.804698	+57.275749	   2.220000
101513.16+364348.4	153.804851	+36.730138	   1.429656
101513.17+513924.2	153.804876	+51.656739	   2.712000
101513.23+162346.2	153.805127	+16.396169	   2.646000
101513.35+572631.5	153.805641	+57.442096	   2.133068
101513.40+513501.0	153.805873	+51.583624	   1.555251
101513.43+380250.4	153.805979	+38.047337	   3.128353
101513.53+560249.7	153.806413	+56.047146	   1.045000
101513.55+444150.1	153.806485	+44.697275	   0.933474
101513.59+162601.5	153.806646	+16.433774	   3.090000
101513.61+311901.2	153.806713	+31.317001	   2.748000
101513.63+360017.4	153.806828	+36.004844	   0.420556
101513.92+391907.2	153.808023	+39.318675	   0.762967
101513.93+075421.7	153.808046	+07.906029	   2.093000
101513.93+425241.5	153.808066	+42.878203	   1.354355
101514.01+581107.5	153.808390	+58.185435	   0.701000
101514.07+211646.0	153.808663	+21.279464	   2.848000
101514.08+440806.8	153.808688	+44.135233	   0.501297
101514.17+420036.2	153.809073	+42.010071	   1.511370
101514.20+390452.5	153.809181	+39.081259	   1.848901
101514.20+522354.4	153.809167	+52.398446	   1.014063
101514.22+004944.5	153.809289	+00.829038	   2.761000
101514.38+624249.8	153.809937	+62.713852	   1.887000
101514.45+393237.4	153.810240	+39.543736	   1.915594
101514.51+432418.8	153.810472	+43.405237	   1.320948
101514.53+493252.9	153.810580	+49.548032	   0.375000
101514.54+303144.9	153.810590	+30.529151	   1.590665
101514.60-015004.7	153.810861	-01.834642	   3.326000
101514.62+271113.6	153.810954	+27.187117	   2.581000
101514.62+350329.9	153.810953	+35.058306	   1.514350
101514.71+350312.8	153.811303	+35.053565	   1.513429
101514.78+483008.5	153.811596	+48.502380	   2.547000
101514.83+430636.7	153.811793	+43.110213	   0.630498
101515.17+261301.7	153.813210	+26.217158	   1.811000
101515.20+303217.1	153.813354	+30.538099	   2.319000
101515.36+085457.1	153.814041	+08.915881	   3.235000
101515.54+452558.4	153.814774	+45.432900	   1.997000
101515.63+015853.3	153.815163	+01.981475	   1.377260
101515.74+034420.1	153.815598	+03.738942	   1.026414
101515.82+501438.3	153.815919	+50.243987	   1.612292
101516.05+450128.6	153.816879	+45.024620	   2.604000
101516.08+365357.6	153.817012	+36.899337	   1.286000
101516.22+473323.3	153.817589	+47.556497	   1.287963
101516.26+384419.2	153.817767	+38.738675	   2.517000
101516.39-012110.6	153.818298	-01.352946	   2.969000
101516.46+103238.1	153.818598	+10.543944	   2.846000
101516.53+415115.7	153.818887	+41.854383	   1.209695
101516.63+365845.8	153.819328	+36.979402	   1.754352
101516.63+395151.5	153.819308	+39.864329	   1.217000
101516.70+581117.6	153.819601	+58.188227	   0.702669
101516.82+624144.6	153.820092	+62.695733	   1.948000
101517.09+465741.0	153.821219	+46.961397	   1.129000
101517.12+613202.1	153.821368	+61.533928	   2.590000
101517.15+423035.6	153.821478	+42.509896	   1.805615
101517.16+062332.2	153.821532	+06.392285	   0.672000
101517.20+465623.4	153.821687	+46.939838	   1.052000
101517.92+565736.8	153.824693	+56.960245	   1.780934
101517.30+050449.1	153.822098	+05.080313	   0.936449
101517.37+214551.8	153.822409	+21.764393	   2.217000
101517.41+424646.8	153.822549	+42.779693	   1.721955
101517.50+554942.1	153.822954	+55.828383	   1.268978
101517.56+181240.8	153.823203	+18.211336	   0.770300
101517.61+621534.4	153.823408	+62.259579	   0.381000
101517.65+365152.2	153.823556	+36.864511	   2.043110
101517.79+582816.8	153.824144	+58.471338	   0.958751
101518.49+381431.2	153.827082	+38.242019	   1.009460
101517.94+183436.5	153.824768	+18.576817	   2.672000
101517.99+062728.5	153.824978	+06.457943	   3.628000
101518.01+503329.2	153.825073	+50.558127	   1.112531
101518.14+194030.9	153.825590	+19.675267	   2.242000
101518.14+292939.7	153.825600	+29.494370	   2.831000
101518.21+465609.5	153.825901	+46.935977	   2.263000
101518.24+310106.4	153.826006	+31.018470	   1.631788
101518.39+332934.4	153.826655	+33.492899	   2.373000
101518.51+314209.0	153.827154	+31.702515	   1.608504
101518.60+481632.8	153.827530	+48.275783	   1.306000
101518.61+373207.8	153.827577	+37.535502	   0.659787
101518.63+483647.2	153.827661	+48.613137	   0.625000
101518.72+453649.4	153.828033	+45.613746	   0.747000
101518.80+562852.7	153.828334	+56.481329	   2.374000
101518.81+364831.7	153.828377	+36.808828	   3.337000
101518.81+561114.4	153.828380	+56.187349	   1.199822
101520.90+283215.0	153.837094	+28.537501	   0.622652
101518.83+004528.8	153.828477	+00.758001	   2.274000
101518.89+273449.9	153.828742	+27.580553	   0.926237
101518.91+302949.8	153.828829	+30.497188	   2.245000
101519.00+323003.5	153.829168	+32.500996	   1.344070
101519.05+260859.8	153.829414	+26.149962	   2.253000
101519.08+093942.0	153.829514	+09.661667	   0.766000
101519.19+245906.1	153.829968	+24.985052	   2.859000
101519.20+400702.0	153.830018	+40.117237	   2.174000
101519.22+051228.5	153.830094	+05.207938	   1.403706
101519.22+154433.0	153.830096	+15.742524	   1.875000
101519.39+644729.8	153.830822	+64.791624	   2.199000
101519.44+121922.5	153.831013	+12.322921	   1.245792
101519.53+393108.7	153.831376	+39.519105	   2.914000
101519.54+250636.8	153.831418	+25.110223	   1.505613
101519.62+211659.1	153.831790	+21.283100	   2.548000
101519.63+540219.2	153.831818	+54.038677	   1.528000
101519.63-015323.8	153.831811	-01.889968	   3.092054
101519.65+330336.1	153.831876	+33.060039	   2.151000
101519.69+310100.1	153.832042	+31.016706	   1.485201
101519.86+461844.1	153.832783	+46.312253	   1.441000
101519.86+570424.8	153.832758	+57.073563	   1.238890
101519.91+514641.9	153.832986	+51.778325	   1.009961
101519.91+640306.5	153.832967	+64.051812	   1.742381
101520.07+525836.0	153.833642	+52.976677	   0.881371
101520.09+253858.7	153.833745	+25.649643	   0.717000
101520.11+094452.6	153.833800	+09.747959	   2.135000
101520.22+305221.7	153.834283	+30.872718	   1.553248
101520.23+203959.6	153.834312	+20.666567	   2.393000
101520.33+311837.3	153.834737	+31.310365	   1.383603
101520.37+263112.8	153.834900	+26.520243	   2.012000
101520.51+442459.6	153.835487	+44.416572	   3.015000
101520.69+154713.6	153.836246	+15.787112	   2.098000
101520.84+165513.3	153.836837	+16.920375	   1.152100
101520.91+283313.0	153.837129	+28.553625	   3.150000
101520.99+455909.8	153.837493	+45.986067	   1.491000
101521.01+400422.1	153.837542	+40.072819	   0.985839
101521.06+511956.1	153.837771	+51.332258	   1.613337
101521.19+425631.7	153.838325	+42.942156	   0.835327
101521.20+043359.3	153.838374	+04.566500	   2.389000
101521.20+443750.3	153.838348	+44.630646	   2.409721
101521.23+341158.9	153.838461	+34.199720	   0.584000
101521.31+500744.0	153.838797	+50.128908	   1.024504
101521.34+373605.3	153.838928	+37.601481	   1.451859
101521.42+203342.5	153.839289	+20.561826	   2.254000
101521.42+625928.8	153.839274	+62.991361	   1.893000
101521.49+323124.5	153.839577	+32.523494	   1.338040
101521.83+002036.1	153.840960	+00.343389	   3.105000
101521.83+211515.4	153.840996	+21.254280	   2.187000
101521.95+471507.4	153.841470	+47.252077	   2.058000
101733.93+372235.5	154.391389	+37.376547	   1.028440
101522.04+605543.9	153.841840	+60.928870	   1.220000
101522.05+633854.1	153.841916	+63.648364	   0.991000
101522.15+164713.8	153.842303	+16.787180	   2.973000
101522.21+285018.0	153.842558	+28.838350	   2.162962
101522.28+461309.1	153.842859	+46.219219	   3.142000
101522.29+340524.5	153.842878	+34.090151	   2.442000
101522.41+311329.9	153.843386	+31.224980	   1.190839
101522.44+000407.0	153.843508	+00.068622	   1.251445
101522.50+081606.0	153.843765	+08.268352	   2.089000
101522.50+250600.4	153.843791	+25.100113	   2.545000
101522.60+133421.5	153.844172	+13.572665	   2.315000
101522.68+280926.8	153.844520	+28.157450	   3.380000
101522.76+585709.9	153.844840	+58.952765	   2.765000
101522.77+563344.7	153.844879	+56.562428	   3.171000
101522.86+462340.3	153.845286	+46.394548	   1.750000
101522.95+632805.4	153.845651	+63.468194	   2.312000
101522.99+303628.3	153.845792	+30.607881	   1.091567
101523.13+371629.9	153.846397	+37.274982	   2.506000
101523.13+530642.0	153.846387	+53.111673	   1.177103
101523.14+441124.8	153.846422	+44.190225	   3.143000
101523.16+324213.2	153.846528	+32.703682	   2.079982
101523.33+063811.6	153.847210	+06.636576	   2.186000
101523.35+410309.5	153.847323	+41.052645	   1.402000
101523.42+344218.4	153.847619	+34.705114	   1.202759
101523.49+554335.2	153.847913	+55.726469	   1.637554
101523.66+365041.7	153.848608	+36.844931	   2.049475
101523.70+562533.2	153.848782	+56.425895	   2.047077
101523.72+424407.9	153.848875	+42.735529	   3.246075
101523.81+305725.5	153.849247	+30.957091	   1.923517
101524.01+505546.0	153.850061	+50.929461	   2.190675
101524.08+314122.7	153.850362	+31.689649	   2.686000
101524.10+324045.0	153.850451	+32.679177	   2.089000
101524.13+055500.4	153.850548	+05.916801	   2.574000
101524.15+381331.9	153.850658	+38.225535	   1.573733
101524.24+204348.1	153.851030	+20.730034	   2.179000
101524.31+610218.6	153.851312	+61.038521	   2.656000
101524.33+494134.1	153.851405	+49.692829	   0.897000
101524.37+280642.9	153.851570	+28.111930	   1.894375
101524.39+261927.1	153.851648	+26.324204	   2.514000
101524.41+382946.4	153.851741	+38.496240	   1.828806
101524.49+423549.2	153.852045	+42.597002	   1.917907
101524.64+343709.7	153.852707	+34.619380	   1.707098
101524.73+145840.6	153.853070	+14.977949	   1.102100
101524.74+385617.6	153.853105	+38.938241	   1.714744
101524.82+292453.5	153.853423	+29.414882	   1.594694
101524.85+060832.3	153.853571	+06.142322	   2.298000
101524.90+531710.2	153.853782	+53.286191	   0.928709
101524.99+553801.8	153.854138	+55.633856	   3.224000
101525.08+134603.4	153.854522	+13.767622	   2.268000
101525.10+313903.2	153.854618	+31.650897	   1.277887
101525.17+462021.0	153.854882	+46.339174	   2.418000
101525.30+353055.7	153.855448	+35.515498	   0.885000
101525.31+100146.2	153.855497	+10.029504	   2.458000
101525.32+254422.9	153.855502	+25.739718	   1.704560
101525.33+280834.3	153.855568	+28.142878	   1.311165
101525.34+092846.8	153.855624	+09.479683	   2.528000
101525.37+434527.1	153.855741	+43.757537	   3.009000
101525.39+262142.6	153.855796	+26.361839	   1.537936
101525.46+125746.9	153.856096	+12.963046	   0.436747
101525.51+265518.1	153.856304	+26.921706	   1.666000
101525.54+504700.2	153.856437	+50.783410	   2.103585
101525.55+393025.8	153.856463	+39.507188	   1.742840
101525.78+473148.0	153.857440	+47.530020	   1.719000
101525.85+400835.2	153.857711	+40.143130	   1.778214
101525.86+165506.5	153.857751	+16.918496	   1.700500
101525.88+035732.9	153.857845	+03.959147	   2.846000
101525.97+281106.8	153.858236	+28.185236	   1.244000
101525.98+354654.3	153.858286	+35.781766	   0.596248
101526.03+331917.3	153.858492	+33.321484	   3.135000
101526.03+465353.3	153.858494	+46.898162	   2.492000
101526.11+410336.0	153.858811	+41.060025	   2.429000
101526.16+292018.1	153.859006	+29.338379	   1.106000
101526.17+472421.4	153.859071	+47.405964	   1.882000
101526.19+135914.2	153.859154	+13.987296	   2.187000
101526.20+353427.2	153.859173	+35.574236	   1.407591
101526.32+392107.1	153.859694	+39.351984	   3.605000
101526.32+582531.3	153.859669	+58.425369	   1.295181
101526.37+225029.1	153.859905	+22.841441	   2.275000
101526.44+552753.1	153.860200	+55.464754	   1.972000
101526.63+044130.4	153.860994	+04.691781	   2.803000
101526.69+150712.1	153.861216	+15.120051	   1.338800
101526.71+553410.6	153.861299	+55.569627	   2.240000
101526.76+004954.8	153.861522	+00.831890	   2.094000
101526.89+035017.3	153.862042	+03.838166	   0.682929
101526.89+445855.6	153.862081	+44.982126	   1.344706
101526.97+480329.1	153.862382	+48.058093	   1.911000
101527.02+434006.2	153.862614	+43.668395	   2.489377
101527.13+500957.2	153.863071	+50.165916	   2.285000
101527.15+312852.6	153.863150	+31.481299	   1.844000
101527.26+625911.5	153.863613	+62.986536	   0.350568
101527.33+033332.7	153.863886	+03.559092	   0.745507
101527.47+393240.9	153.864488	+39.544703	   1.119298
101527.49+141627.7	153.864545	+14.274377	   2.179000
101527.51+191956.5	153.864631	+19.332375	   1.216684
101527.56-023405.8	153.864874	-02.568286	   2.535000
101527.57+345734.1	153.864915	+34.959484	   1.386027
101527.58+124520.9	153.864951	+12.755824	   1.681750
101527.69+072817.4	153.865412	+07.471506	   0.788000
101527.77+362829.3	153.865728	+36.474811	   0.215176
101527.77+503358.9	153.865732	+50.566373	   1.235141
101527.80+181405.1	153.865858	+18.234753	   1.311100
101528.01+404617.9	153.866728	+40.771653	   1.865521
101528.11+555028.4	153.867164	+55.841227	   1.655376
101528.30+095649.6	153.867948	+09.947131	   1.330828
101528.35+475550.2	153.868149	+47.930626	   2.241000
101736.62+414858.4	154.402619	+41.816234	   1.364735
101528.38+104607.5	153.868277	+10.768773	   3.529000
101528.41+591424.8	153.868393	+59.240246	   1.695053
101528.42+463437.4	153.868454	+46.577070	   1.444000
101528.44+124537.1	153.868525	+12.760318	   2.353000
101528.47+331458.8	153.868648	+33.249679	   3.377000
101528.62+500949.9	153.869262	+50.163873	   0.953997
101528.66+401255.0	153.869454	+40.215290	   1.196197
101528.73+592636.1	153.869735	+59.443363	   1.867000
101528.79+194451.7	153.869987	+19.747695	   1.791192
101528.79+204935.9	153.869996	+20.826664	   3.310000
101528.86+533325.5	153.870264	+53.557104	   1.033000
101528.93+424907.3	153.870561	+42.818720	   1.580997
101528.95+351657.3	153.870647	+35.282590	   3.101000
101529.29+641323.1	153.872078	+64.223103	   1.135000
101529.33+580006.1	153.872234	+58.001704	   1.328000
101529.48+071336.0	153.872870	+07.226691	   2.591000
101529.58+004431.2	153.873259	+00.742009	   2.287000
101529.65+131257.4	153.873556	+13.215949	   0.588825
101529.79+515331.7	153.874131	+51.892149	   1.583844
101529.96+350928.0	153.874871	+35.157781	   0.644000
101530.04+143041.0	153.875206	+14.511390	   2.492000
101530.06+273501.7	153.875285	+27.583833	   1.941068
101530.07+202225.2	153.875315	+20.373678	   2.403000
101530.13+455849.4	153.875565	+45.980397	   1.545000
101530.18+303854.1	153.875780	+30.648375	   1.920694
101530.23+451243.8	153.875962	+45.212182	   2.283000
101530.25+513307.8	153.876066	+51.552170	   2.108967
101530.26+480959.9	153.876123	+48.166650	   0.702402
101530.27+324144.3	153.876157	+32.695652	   1.070513
101530.30+475128.8	153.876265	+47.858021	   2.646000
101530.32+390726.3	153.876352	+39.123993	   1.487061
101530.37+633651.0	153.876552	+63.614194	   1.180000
101530.39+571913.7	153.876625	+57.320474	   2.675000
101530.50+391555.6	153.877111	+39.265472	   0.446508
101530.63+393511.8	153.877634	+39.586623	   0.708000
101530.80+252555.1	153.878342	+25.431974	   1.158451
101530.83+403447.5	153.878459	+40.579880	   2.705693
101530.89+343550.9	153.878712	+34.597486	   1.462814
101530.90+420450.2	153.878781	+42.080636	   2.284000
101530.93+542409.8	153.878889	+54.402739	   0.743861
101531.07+524424.9	153.879487	+52.740276	   0.769581
101531.15+413712.9	153.879812	+41.620262	   1.697742
101531.18+425223.0	153.879941	+42.873075	   2.421000
101531.18-001702.9	153.879921	-00.284157	   2.718000
101531.22+051341.9	153.880113	+05.228328	   2.124431
101531.24+465422.7	153.880191	+46.906306	   0.475000
101531.27+295710.4	153.880297	+29.952907	   1.922245
101531.29+192419.2	153.880382	+19.405347	   2.079000
101531.46+614841.1	153.881103	+61.811430	   2.135000
101531.57+282003.3	153.881542	+28.334252	   2.395000
101531.67+295041.1	153.881964	+29.844758	   2.106827
101531.69+431725.9	153.882073	+43.290531	   1.277474
101531.72+321947.2	153.882192	+32.329793	   2.036221
101531.78+314432.2	153.882422	+31.742282	   1.432256
101531.89+500323.3	153.882912	+50.056489	   1.312000
101532.19+383222.6	153.884163	+38.539637	   0.727000
101532.41+335122.0	153.885051	+33.856124	   0.556376
101536.14+492822.9	153.900615	+49.473041	   0.597000
101532.42+273031.5	153.885108	+27.508767	   1.875045
101532.42+373135.3	153.885119	+37.526494	   2.251000
101532.51+374228.0	153.885469	+37.707805	   0.724173
101532.51+565419.9	153.885464	+56.905549	   2.495000
101532.53+354002.4	153.885571	+35.667349	   1.464823
101532.54+303459.8	153.885598	+30.583302	   1.964145
101532.70+490845.0	153.886263	+49.145851	   1.178000
101532.73+295234.7	153.886404	+29.876330	   2.258000
101532.75+562206.7	153.886462	+56.368542	   0.745000
101532.90+300132.6	153.887094	+30.025728	   1.953425
101532.92+530207.9	153.887187	+53.035530	   0.394000
101532.96+122415.2	153.887366	+12.404235	   2.859000
101532.96+291200.8	153.887354	+29.200237	   1.891463
101533.09+593119.6	153.887903	+59.522127	   2.580621
