#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:11 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:11	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F274%2Fbzcat5&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7274
#Name: VII/274
#Title: The Roma BZCAT - 5th edition (Massaro+, 2015)
#INFO	ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	creator=Massaro E.	    First author or institution
#INFO	cites=bibcode:2015Ap&SS.357...75M	    Article or Data origin sources
#INFO	journal=Ap&S	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/274	    Dataset landing page
#INFO	publication_date=2020-10-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_274_bzcat5:
#Name: VII/274/bzcat5
#Title: The Roma BZCAT - 5th edition
#Column	Name	(A15)	Source name (based on J2000 position), 5BZA JHHMM+DDMM (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	Redshift	[ucd=src.redshift]
Name	RAJ2000	DEJ2000	z
5BZB J1225+7214	12 25 14.14	+72 14 48.08	 0.114
5BZG J1226+2604	12 26 04.12	+26 04 28.09	 0.176
5BZB J1226+0638	12 26 44.18	+06 38 54.09	 0.000
5BZB J1226-1328	12 26 54.42	-13 28 38.89	 0.000
5BZQ J1226+4340	12 26 57.90	+43 40 58.40	 2.009
5BZB J1227-4436	12 27 26.68	-44 36 38.30	 0.000
5BZQ J1227+4932	12 27 55.72	+49 32 56.00	 1.348
5BZB J1228-0221	12 28 09.13	-02 21 36.21	 0.323
5BZQ J1228+3128	12 28 24.96	+31 28 37.59	 2.195
5BZQ J1228-0304	12 28 36.91	-03 04 39.10	 1.804
5BZQ J1228+3706	12 28 47.41	+37 06 11.98	 1.517
5BZQ J1228+4858	12 28 51.77	+48 58 01.30	 1.719
5BZQ J1229+0203	12 29 06.70	+02 03 08.60	 0.158
5BZQ J1229+0423	12 29 16.30	+04 23 21.01	 1.027
5BZB J1230+2518	12 30 14.09	+25 18 07.09	 0.135
5BZU J1230-3121	12 30 44.93	-31 21 23.29	 2.276
5BZQ J1230-1139	12 30 55.56	-11 39 09.79	 3.528
5BZB J1231+1421	12 31 23.89	+14 21 24.51	 0.256
5BZQ J1231+0418	12 31 27.59	+04 18 01.90	 1.030
5BZB J1231+6414	12 31 31.38	+64 14 18.31	 0.163
5BZB J1231+2847	12 31 43.59	+28 47 49.70	 0.000
5BZQ J1232-0224	12 32 00.00	-02 24 05.29	 1.043
5BZQ J1232+4821	12 32 34.79	+48 21 33.01	 1.588
5BZQ J1233-0031	12 33 04.06	-00 31 34.28	 0.471
5BZB J1233+1701	12 33 05.15	+17 01 33.31	 0.000
5BZQ J1233-1025	12 33 13.13	-10 25 18.80	 2.394
5BZB J1233-0144	12 33 41.33	-01 44 23.71	 0.000
5BZG J1233+5026	12 33 49.26	+50 26 22.81	 0.207
5BZQ J1234+4753	12 34 13.32	+47 53 51.21	 0.374
5BZB J1234-3856	12 34 17.15	-38 56 35.08	 0.236
5BZB J1234+3910	12 34 38.94	+39 10 46.81	 0.584
5BZG J1234-2432	12 34 49.73	-24 32 32.89	 0.182
5BZQ J1235+3621	12 35 05.81	+36 21 19.29	 1.600
5BZB J1235-1403	12 35 11.18	-14 03 23.39	 0.407
5BZG J1235+1700	12 35 28.85	+17 00 36.61	 0.381
5BZQ J1235+5228	12 35 30.55	+52 28 27.69	 1.653
5BZB J1236+3900	12 36 23.03	+39 00 01.11	 0.389
5BZB J1237+3020	12 37 05.58	+30 20 05.20	 0.000
5BZB J1237+6258	12 37 39.07	+62 58 42.81	 0.297
5BZQ J1238+0723	12 38 02.44	+07 23 21.80	 1.172
5BZQ J1238-1159	12 38 07.39	-11 59 24.00	 1.320
5BZU J1238+5325	12 38 07.76	+53 25 55.99	 0.348
5BZU J1238-1959	12 38 24.37	-19 59 13.70	 0.000
5BZB J1238+4431	12 38 26.02	+44 31 37.09	 0.312
5BZG J1238+5406	12 38 31.24	+54 06 51.91	 0.224
5BZB J1239+4132	12 39 22.73	+41 32 51.61	 0.000
5BZU J1239+0730	12 39 24.59	+07 30 17.20	 0.400
5BZQ J1239+0443	12 39 32.76	+04 43 05.19	 1.761
5BZQ J1239-1023	12 39 43.06	-10 23 28.71	 0.751
5BZB J1241+3400	12 41 09.42	+34 00 38.08	 0.000
5BZB J1241+3440	12 41 41.40	+34 40 31.11	 0.000
5BZB J1241+0636	12 41 48.29	+06 36 01.00	 0.000
5BZB J1241-1455	12 41 49.39	-14 55 58.00	 0.000
5BZB J1242-1653	12 42 20.45	-16 53 03.98	 0.000
5BZB J1242+7634	12 42 32.31	+76 34 17.68	 0.000
5BZQ J1242+3751	12 42 51.36	+37 51 00.00	 1.317
5BZG J1243+5212	12 43 08.98	+52 12 45.10	 0.200
5BZQ J1243-2943	12 43 10.66	-29 43 22.51	 1.135
5BZB J1243+3627	12 43 12.70	+36 27 43.88	 0.000
5BZQ J1243-3941	12 43 34.15	-39 41 52.51	 1.387
5BZG J1243-0613	12 43 34.50	-06 13 21.00	 0.139
5BZQ J1243+7442	12 43 45.02	+74 42 37.11	 0.782
5BZQ J1243+4043	12 43 55.78	+40 43 58.51	 1.518
5BZB J1244+0444	12 44 25.29	+04 44 59.60	 0.400
5BZB J1244+1616	12 44 44.34	+16 16 21.68	 0.456
5BZB J1245+5709	12 45 10.00	+57 09 54.39	 0.000
5BZB J1245+0228	12 45 33.78	+02 28 25.21	 0.000
5BZQ J1245+4346	12 45 59.99	+43 46 26.90	 1.150
5BZB J1246+0113	12 46 02.52	+01 13 18.80	 0.386
5BZQ J1246-0730	12 46 04.23	-07 30 46.58	 1.286
5BZQ J1246-2547	12 46 46.79	-25 47 49.30	 0.635
5BZB J1247+4423	12 47 00.72	+44 23 19.78	 0.000
5BZQ J1247+1022	12 47 47.33	+10 22 31.58	 1.382
5BZB J1248+5820	12 48 18.77	+58 20 28.71	 0.000
5BZQ J1248-0632	12 48 22.98	-06 32 09.81	 0.762
5BZB J1248+0830	12 48 25.90	+08 30 20.98	 0.430
5BZQ J1248-4559	12 48 28.50	-45 59 47.18	 1.020
5BZB J1248+5128	12 48 34.30	+51 28 07.89	 0.351
5BZB J1249+3707	12 49 46.73	+37 07 47.71	 0.000
5BZB J1250+3155	12 50 15.54	+31 55 59.41	 0.000
5BZB J1250+0216	12 50 32.57	+02 16 32.08	 0.959
5BZQ J1251-1717	12 51 14.47	-17 17 13.19	 0.606
5BZB J1251+1039	12 51 17.88	+10 39 05.29	 0.245
5BZB J1251-2958	12 51 34.88	-29 58 42.88	 0.382
5BZQ J1251-3518	12 51 39.23	-35 18 39.59	 0.410
5BZQ J1252+6451	12 52 23.79	+64 51 38.01	 0.312
5BZB J1252+0849	12 52 34.57	+08 49 44.00	 0.370
5BZB J1252+2937	12 52 34.66	+29 37 32.59	 0.528
5BZQ J1252-3319	12 52 58.39	-33 19 59.59	 0.856
5BZB J1253+3826	12 53 00.90	+38 26 26.01	 0.371
5BZB J1253+5301	12 53 11.92	+53 01 11.71	 0.000
5BZG J1253-3931	12 53 41.25	-39 31 59.59	 0.179
5BZG J1253+0326	12 53 46.98	+03 26 30.08	 0.066
5BZB J1253+6242	12 53 59.41	+62 42 57.20	 0.000
5BZQ J1253-4059	12 53 59.52	-40 59 30.69	 4.464
5BZB J1254+2211	12 54 33.27	+22 11 03.69	 0.000
5BZQ J1254-2000	12 54 37.25	-20 00 56.48	 0.959
5BZQ J1254+1141	12 54 38.35	+11 41 05.89	 0.872
5BZG J1254-4424	12 54 57.50	-44 24 56.59	 0.041
5BZQ J1255+0340	12 55 00.49	+03 40 43.10	 0.437
5BZQ J1255+1817	12 55 31.74	+18 17 50.89	 1.366
5BZQ J1255+6124	12 55 45.00	+61 24 50.90	 2.055
5BZB J1255+3848	12 55 55.39	+38 48 11.30	 0.560
5BZQ J1256-0547	12 56 11.16	-05 47 21.51	 0.536
5BZG J1256-1146	12 56 15.95	-11 46 37.30	 0.058
5BZU J1256-2155	12 56 25.50	-21 55 21.28	 0.129
5BZB J1256+0609	12 56 39.35	+06 09 08.10	 0.423
5BZU J1257+0024	12 57 03.11	+00 24 35.99	 1.259
5BZB J1257+3647	12 57 16.57	+36 47 14.89	 0.531
5BZB J1257+2412	12 57 31.92	+24 12 40.10	 0.141
5BZQ J1257+3229	12 57 57.23	+32 29 29.29	 0.805
5BZQ J1257-3155	12 57 59.05	-31 55 16.89	 1.924
5BZB J1258+6120	12 58 20.79	+61 20 45.49	 0.224
5BZQ J1258-1800	12 58 38.29	-18 00 03.09	 1.956
5BZB J1258-0447	12 58 48.04	-04 47 45.09	 0.586
5BZQ J1258-2219	12 58 54.47	-22 19 31.11	 1.303
5BZB J1258+0134	12 58 54.59	+01 34 41.41	 0.000
5BZU J1259-2310	12 59 08.45	-23 10 38.71	 0.481
5BZQ J1259-2436	12 59 12.63	-24 36 05.50	 2.263
5BZB J1300+1755	13 00 08.52	+17 55 37.59	 0.000
5BZB J1300+6344	13 00 17.57	+63 44 40.20	 0.000
5BZQ J1300+1417	13 00 20.90	+14 17 18.49	 1.106
5BZQ J1300+2830	13 00 28.53	+28 30 10.18	 0.649
5BZB J1300+5351	13 00 32.77	+53 51 12.59	 0.000
5BZQ J1300+5029	13 00 41.25	+50 29 36.81	 1.561
5BZQ J1300-3253	13 00 42.45	-32 53 12.08	 1.256
5BZU J1301-3226	13 01 00.79	-32 26 28.60	 0.017
5BZQ J1301+3337	13 01 29.15	+33 37 00.30	 1.009
5BZG J1301+4634	13 01 32.62	+46 34 02.78	 0.205
5BZB J1301+4056	13 01 45.64	+40 56 24.61	 0.000
5BZB J1301+4416	13 01 46.31	+44 16 19.41	 0.000
5BZQ J1302+4819	13 02 17.20	+48 19 17.61	 0.874
5BZU J1302+5748	13 02 52.47	+57 48 37.58	 1.088
5BZB J1302+5056	13 02 55.33	+50 56 18.31	 0.000
5BZB J1303+2433	13 03 03.23	+24 33 55.80	 0.000
5BZU J1303-1051	13 03 13.86	-10 51 17.09	 0.000
5BZQ J1303-4621	13 03 40.27	-46 21 02.30	 1.664
5BZB J1304-4353	13 04 20.99	-43 53 10.21	 0.000
5BZQ J1304-0346	13 04 43.66	-03 46 02.38	 1.250
5BZB J1305+7854	13 05 00.05	+78 54 35.60	 0.000
5BZB J1305+3855	13 05 31.25	+38 55 21.90	 0.376
5BZQ J1305-1033	13 05 33.01	-10 33 19.40	 0.286
5BZQ J1306+5529	13 06 03.35	+55 29 43.90	 1.601
5BZQ J1306+4741	13 06 29.94	+47 41 32.49	 2.523
5BZQ J1307-3207	13 07 15.17	-32 07 58.51	 1.211
5BZB J1307-4259	13 07 37.97	-42 59 38.90	 0.000
5BZQ J1308+3546	13 08 23.70	+35 46 37.20	 1.055
5BZQ J1308+4729	13 08 51.33	+47 29 54.88	 0.884
5BZQ J1309+5557	13 09 09.75	+55 57 38.30	 1.629
5BZB J1309+4305	13 09 25.53	+43 05 05.60	 0.000
5BZB J1309+1154	13 09 33.93	+11 54 24.58	 0.000
5BZQ J1309-3948	13 09 48.47	-39 48 33.08	 1.828
5BZB J1310-1157	13 10 12.48	-11 57 46.40	 0.140
5BZQ J1310+0044	13 10 28.50	+00 44 08.91	 1.601
5BZU J1310+3220	13 10 28.66	+32 20 43.80	 0.997
5BZQ J1310+4653	13 10 53.58	+46 53 52.18	 0.972
5BZQ J1310+3233	13 10 59.40	+32 33 34.41	 1.639
5BZQ J1311+5513	13 11 03.21	+55 13 54.29	 0.925
5BZB J1311+0035	13 11 06.47	+00 35 09.99	 0.000
5BZQ J1311+1417	13 11 07.81	+14 17 46.60	 1.947
5BZB J1311+3953	13 11 46.02	+39 53 17.48	 0.000
5BZB J1311+0853	13 11 55.75	+08 53 40.99	 0.469
5BZQ J1312+4809	13 12 11.14	+48 09 25.30	 0.715
5BZQ J1312+3515	13 12 17.75	+35 15 21.09	 0.184
5BZB J1312-2156	13 12 31.55	-21 56 23.38	 1.491
5BZU J1312+4828	13 12 43.34	+48 28 30.90	 0.501
5BZQ J1312-0424	13 12 50.89	-04 24 49.89	 0.825
5BZB J1313+0201	13 13 30.11	+02 01 05.91	 0.356
5BZQ J1313+1027	13 13 41.64	+10 27 14.40	 2.912
5BZQ J1314-3303	13 14 03.56	-33 03 54.89	 0.484
5BZB J1314+2348	13 14 43.80	+23 48 26.78	 0.000
5BZG J1315-4236	13 15 03.39	-42 36 49.71	 0.105
5BZU J1315-5334	13 15 04.17	-53 34 35.79	 0.000
5BZQ J1315+2840	13 15 13.49	+28 40 53.68	 1.576
5BZQ J1316-3338	13 16 07.98	-33 38 59.20	 1.210
5BZQ J1316-3025	13 16 32.98	-30 25 32.08	 1.334
5BZQ J1317+3425	13 17 36.48	+34 25 15.88	 1.055
5BZQ J1318-0607	13 18 33.71	-06 07 23.80	 2.734
5BZQ J1319-1217	13 19 12.09	-12 17 31.99	 0.860
5BZQ J1319+4851	13 19 30.30	+48 51 03.20	 1.170
5BZB J1319+1405	13 19 31.73	+14 05 33.10	 0.573
5BZB J1319+2725	13 19 35.27	+27 25 02.31	 0.000
5BZU J1320+0140	13 20 26.79	+01 40 36.80	 1.235
5BZQ J1321+2216	13 21 11.21	+22 16 12.10	 0.943
5BZQ J1321-2636	13 21 14.04	-26 36 10.18	 2.027
5BZQ J1321+0023	13 21 39.56	+00 23 57.58	 1.618
5BZQ J1322+2148	13 22 11.40	+21 48 12.31	 1.680
5BZQ J1322-8419	13 22 27.73	-84 19 34.10	 1.139
5BZG J1322+1344	13 22 31.49	+13 44 30.29	 0.377
5BZQ J1322-0937	13 22 36.90	-09 37 37.81	 1.864
5BZB J1322+3216	13 22 47.40	+32 16 08.61	 0.000
5BZQ J1322+3912	13 22 55.66	+39 12 07.99	 2.985
5BZG J1323+0439	13 23 01.01	+04 39 51.58	 0.224
5BZQ J1323-3407	13 23 17.14	-34 07 12.39	 1.346
5BZQ J1323-3038	13 23 19.49	-30 38 06.61	 2.057
5BZB J1323-3653	13 23 45.88	-36 53 37.78	 0.000
5BZQ J1323+7942	13 23 51.56	+79 42 51.80	 1.970
5BZB J1323+1405	13 23 58.37	+14 05 59.49	 0.000
5BZG J1324+5739	13 24 00.90	+57 39 16.41	 0.115
5BZQ J1324-3623	13 24 03.56	-36 23 35.59	 0.739
5BZB J1324+4048	13 24 12.07	+40 48 11.80	 0.496
5BZQ J1324-1049	13 24 25.79	-10 49 23.08	 0.872
5BZQ J1324+4743	13 24 29.34	+47 43 20.60	 2.260
5BZQ J1325-0804	13 25 09.61	-08 04 48.39	 2.354
5BZQ J1325+1123	13 25 12.49	+11 23 29.61	 4.418
5BZU J1325-4301	13 25 27.61	-43 01 08.79	 0.002
5BZB J1325+6621	13 25 31.79	+66 21 03.09	 0.210
5BZB J1325-3001	13 25 32.86	-30 01 43.10	 0.000
5BZB J1325-0228	13 25 41.90	-02 28 09.91	 0.000
5BZB J1325+4115	13 25 58.95	+41 15 00.50	 0.310
5BZB J1326+2933	13 26 14.99	+29 33 30.99	 0.431
5BZG J1326+1229	13 26 17.70	+12 29 58.81	 0.204
5BZB J1326-5256	13 26 49.21	-52 56 23.60	 0.000
5BZQ J1326-0500	13 26 54.60	-05 00 59.00	 1.882
5BZQ J1327+2210	13 27 00.85	+22 10 50.19	 1.398
5BZQ J1327+5008	13 27 25.12	+50 08 49.19	 1.026
5BZQ J1327-1336	13 27 42.09	-13 36 00.61	 1.330
5BZB J1327+2527	13 27 58.95	+25 27 46.40	 0.000
5BZB J1327+6458	13 27 59.77	+64 58 11.38	 0.447
5BZB J1328+1129	13 28 02.09	+11 29 13.59	 0.000
5BZB J1328+1145	13 28 33.55	+11 45 20.48	 0.490
5BZU J1329-5608	13 29 01.14	-56 08 02.61	 0.000
5BZG J1329-2640	13 29 20.80	-26 40 21.21	 0.050
5BZB J1329+3154	13 29 52.85	+31 54 11.08	 0.000
5BZQ J1330+5414	13 30 05.40	+54 14 51.50	 0.839
5BZQ J1330-3122	13 30 19.08	-31 22 59.08	 1.335
5BZB J1330+4441	13 30 21.53	+44 41 20.29	 0.000
5BZB J1330+7001	13 30 25.80	+70 01 38.71	 0.000
5BZB J1330+2415	13 30 26.51	+24 15 21.49	 0.463
5BZB J1330+5655	13 30 40.68	+56 55 20.20	 0.000
5BZU J1330+5202	13 30 42.60	+52 02 15.50	 0.688
5BZG J1331+5655	13 31 02.91	+56 55 41.80	 0.270
5BZB J1331-0022	13 31 05.70	-00 22 21.10	 0.243
5BZQ J1331-2639	13 31 11.69	-26 39 09.61	 0.883
5BZQ J1331-0341	13 31 29.15	-03 41 14.10	 1.352
5BZB J1331+1712	13 31 33.45	+17 12 50.61	 0.000
5BZQ J1332-0509	13 32 04.45	-05 09 43.30	 2.150
5BZQ J1332-1256	13 32 39.24	-12 56 15.28	 1.498
5BZQ J1332+4722	13 32 45.24	+47 22 22.69	 0.668
5BZQ J1333+2725	13 33 07.49	+27 25 18.40	 2.126
5BZQ J1333-3324	13 33 08.72	-33 24 40.28	 2.240
5BZB J1333-1436	13 33 23.95	-14 36 21.70	 0.000
5BZB J1333+6235	13 33 25.98	+62 35 41.89	 0.000
5BZQ J1333+1649	13 33 35.77	+16 49 04.00	 2.084
5BZU J1333+5057	13 33 53.77	+50 57 36.00	 1.362
5BZU J1334-1150	13 34 04.19	-11 50 14.31	 1.402
5BZQ J1334+5631	13 34 37.49	+56 31 47.89	 0.343
5BZQ J1335+4542	13 35 21.96	+45 42 38.19	 2.452
5BZB J1335-2950	13 35 29.75	-29 50 38.90	 0.513
5BZB J1335-0511	13 35 56.47	-05 11 41.71	 0.000
5BZB J1336+2105	13 36 05.58	+21 05 26.41	 0.000
5BZG J1336-0829	13 36 08.26	-08 29 51.79	 0.023
5BZB J1336+2319	13 36 12.16	+23 19 58.00	 0.267
5BZQ J1337-1319	13 37 14.76	-13 19 18.08	 3.475
5BZQ J1337+6532	13 37 16.06	+65 32 46.28	 0.946
5BZB J1337+0035	13 37 31.37	+00 35 29.00	 0.299
5BZQ J1337-1257	13 37 39.77	-12 57 24.69	 0.539
5BZQ J1337+5501	13 37 49.63	+55 01 02.09	 1.099
5BZB J1338+1153	13 38 59.05	+11 53 16.69	 0.000
5BZU J1339-2401	13 39 01.74	-24 01 14.01	 0.657
5BZB J1339+0800	13 39 10.79	+08 00 24.51	 0.000
5BZQ J1339-2620	13 39 19.88	-26 20 30.51	 1.510
5BZQ J1340-0137	13 40 04.61	-01 37 46.48	 1.620
5BZB J1340+2743	13 40 10.85	+27 43 46.99	 0.205
5BZB J1340+4410	13 40 29.80	+44 10 04.00	 0.546
5BZU J1340+3600	13 40 36.00	+36 00 26.78	 0.763
5BZB J1340-0148	13 40 37.59	-01 48 47.70	 0.513
5BZG J1341+3959	13 41 05.10	+39 59 45.38	 0.172
5BZQ J1341+2816	13 41 15.28	+28 16 05.08	 1.275
5BZB J1341+5514	13 41 36.23	+55 14 38.00	 0.207
5BZG J1341+3716	13 41 38.66	+37 16 44.90	 0.175
5BZB J1341+1905	13 41 45.09	+19 05 36.70	 0.000
5BZQ J1342-2051	13 42 04.73	-20 51 29.48	 1.582
5BZQ J1342-3240	13 42 06.19	-32 40 47.49	 0.791
5BZQ J1342+2709	13 42 08.38	+27 09 30.60	 1.185
5BZQ J1342-2900	13 42 15.34	-29 00 41.79	 1.442
5BZQ J1343+2844	13 43 00.18	+28 44 07.51	 0.905
5BZQ J1343+6602	13 43 45.95	+66 02 25.69	 0.766
5BZQ J1343+5754	13 43 57.61	+57 54 42.51	 0.933
5BZQ J1344+6606	13 44 08.68	+66 06 11.59	 1.351
5BZQ J1344-1723	13 44 14.40	-17 23 40.41	 2.490
5BZU J1345+4125	13 45 23.81	+41 25 41.80	 0.916
5BZQ J1345+4452	13 45 33.17	+44 52 59.59	 2.534
5BZU J1345+5332	13 45 45.35	+53 32 52.29	 0.135
5BZQ J1345+0706	13 45 49.31	+07 06 31.10	 1.093
5BZG J1346+2440	13 46 33.99	+24 40 58.51	 0.167
5BZQ J1346-2839	13 46 42.55	-28 39 20.59	 1.452
5BZQ J1347+1835	13 47 23.48	+18 35 37.60	 2.177
5BZU J1347+3012	13 47 37.45	+30 12 52.30	 0.118
5BZQ J1347-3750	13 47 40.43	-37 50 36.59	 1.300
5BZG J1348+0756	13 48 53.40	+07 56 47.68	 0.250
5BZQ J1349-1110	13 49 03.18	-11 10 00.80	 0.141
5BZB J1349-1413	13 49 16.04	-14 13 17.29	 0.253
5BZQ J1349-1132	13 49 31.44	-11 32 53.80	 0.340
5BZQ J1349+5341	13 49 34.66	+53 41 17.01	 0.979
5BZG J1350+0940	13 50 22.14	+09 40 10.70	 0.133
5BZG J1350-1634	13 50 36.13	-16 34 49.51	 0.088
5BZQ J1350+3034	13 50 52.74	+30 34 53.61	 0.712
5BZQ J1351+0031	13 51 04.45	+00 31 19.30	 2.084
5BZQ J1351+0830	13 51 16.92	+08 30 39.88	 1.429
5BZB J1351+1114	13 51 20.85	+11 14 53.08	 0.000
5BZU J1351-2912	13 51 46.84	-29 12 17.71	 1.034
5BZB J1351+5542	13 51 58.19	+55 42 11.08	 0.000
5BZB J1352-4412	13 52 56.52	-44 12 40.39	 0.000
5BZU J1353+0443	13 53 05.53	+04 43 38.71	 0.523
5BZG J1353+3741	13 53 14.09	+37 41 13.99	 0.216
5BZB J1353+1435	13 53 22.84	+14 35 39.30	 0.000
5BZQ J1353+7532	13 53 23.15	+75 32 57.69	 1.619
5BZB J1353+5600	13 53 28.04	+56 00 56.98	 0.404
5BZQ J1353+4310	13 53 41.71	+43 10 52.49	 1.114
5BZQ J1353+0151	13 53 51.58	+01 51 53.89	 1.608
5BZQ J1354-0206	13 54 06.90	-02 06 03.20	 3.716
5BZB J1354+3706	13 54 26.70	+37 06 54.61	 0.000
5BZB J1354+0622	13 54 44.21	+06 22 48.10	 0.276
5BZQ J1354-1041	13 54 46.51	-10 41 02.68	 0.332
5BZG J1356-3421	13 56 05.39	-34 21 10.90	 0.223
5BZQ J1356+4136	13 56 07.37	+41 36 15.40	 0.697
5BZQ J1356-1101	13 56 46.83	-11 01 29.20	 3.006
5BZQ J1357+1919	13 57 04.43	+19 19 07.39	 0.720
5BZQ J1357-1744	13 57 06.06	-17 44 01.89	 3.147
5BZQ J1357-1527	13 57 11.23	-15 27 28.80	 1.890
5BZB J1357-0146	13 57 12.95	-01 46 00.58	 0.547
5BZB J1357+0128	13 57 38.69	+01 28 13.69	 0.000
5BZQ J1357+7643	13 57 55.37	+76 43 21.10	 1.585
5BZQ J1359+5544	13 59 05.74	+55 44 29.40	 1.014
5BZB J1359-0200	13 59 22.68	-02 00 10.58	 0.000
5BZQ J1359+0159	13 59 27.14	+01 59 54.59	 1.330
5BZQ J1359+4011	13 59 38.09	+40 11 38.29	 0.406
5BZB J1359-3746	13 59 49.70	-37 46 00.69	 0.334
5BZQ J1359+1436	13 59 59.70	+14 36 33.29	 1.334
5BZQ J1400-1858	14 00 03.86	-18 58 11.10	 0.114
5BZQ J1400+0425	14 00 48.43	+04 25 30.90	 2.550
5BZQ J1401-0916	14 01 05.33	-09 16 31.58	 0.667
5BZB J1401+5209	14 01 21.12	+52 09 28.90	 0.482
5BZQ J1401-3004	14 01 34.92	-30 04 36.91	 0.689
5BZB J1401+3611	14 01 38.71	+36 11 21.91	 0.507
5BZQ J1401+5835	14 01 45.70	+58 35 42.28	 1.924
5BZQ J1402-2822	14 02 02.39	-28 22 25.10	 0.803
5BZQ J1402-3334	14 02 41.40	-33 34 09.01	 2.140
5BZB J1402+1559	14 02 44.51	+15 59 56.61	 0.244
5BZQ J1404-0013	14 04 12.11	-00 13 25.10	 1.217
5BZG J1404+2701	14 04 36.79	+27 01 41.08	 0.138
5BZQ J1404-0130	14 04 45.90	-01 30 21.99	 2.518
5BZB J1404+6554	14 04 49.56	+65 54 31.60	 0.362
5BZB J1404+0402	14 04 50.89	+04 02 02.18	 0.344
5BZQ J1405+0415	14 05 01.12	+04 15 35.78	 3.208
5BZQ J1405-1440	14 05 32.87	-14 40 18.29	 1.096
5BZQ J1406-0848	14 06 00.70	-08 48 06.91	 1.763
5BZB J1406+1236	14 06 30.17	+12 36 20.41	 0.000
5BZB J1406-3935	14 06 30.29	-39 35 10.39	 0.000
5BZB J1406+5308	14 06 42.73	+53 08 33.89	 0.458
5BZQ J1406+3433	14 06 53.84	+34 33 37.29	 2.560
5BZB J1406+1642	14 06 59.18	+16 42 07.81	 0.000
5BZG J1407+2827	14 07 00.38	+28 27 14.68	 0.077
5BZG J1407-2701	14 07 29.75	-27 01 04.29	 0.022
5BZQ J1407-3431	14 07 54.91	-34 31 28.30	 1.122
5BZQ J1408+6854	14 08 19.07	+68 54 50.79	 1.272
5BZQ J1408-2900	14 08 49.61	-29 00 23.61	 0.575
5BZQ J1408-0752	14 08 56.47	-07 52 26.68	 1.494
5BZB J1409+1352	14 09 19.00	+13 52 40.00	 0.573
5BZB J1409+5939	14 09 23.48	+59 39 40.60	 0.496
5BZQ J1409-2657	14 09 50.16	-26 57 37.00	 2.430
5BZB J1410+0515	14 10 03.90	+05 15 57.70	 0.544
5BZB J1410+0203	14 10 04.66	+02 03 06.91	 0.000
5BZB J1410+2820	14 10 29.56	+28 20 55.60	 0.521
5BZB J1410+6100	14 10 30.83	+61 00 12.81	 0.384
5BZQ J1410+0731	14 10 35.08	+07 31 21.50	 0.901
5BZB J1411+7424	14 11 34.66	+74 24 29.69	 0.460
5BZB J1411+3404	14 11 40.54	+34 04 24.31	 0.421
5BZQ J1411+4239	14 11 59.72	+42 39 50.40	 0.886
5BZQ J1413+4505	14 13 18.87	+45 05 22.99	 3.112
5BZQ J1413+5305	14 13 24.27	+53 05 26.98	 0.456
5BZG J1413+4339	14 13 43.75	+43 39 45.10	 0.090
5BZG J1414+3430	14 14 09.27	+34 30 57.70	 0.275
5BZQ J1414+3928	14 14 46.65	+39 28 18.58	 0.657
5BZQ J1415+0832	14 15 09.91	+08 32 05.38	 0.327
5BZQ J1415-0955	14 15 20.82	-09 55 58.29	 2.001
5BZB J1415+4830	14 15 36.79	+48 30 30.49	 0.496
5BZU J1415+1320	14 15 58.81	+13 20 23.71	 0.247
5BZB J1416-2418	14 16 12.17	-24 18 13.39	 0.136
5BZQ J1416+1242	14 16 28.66	+12 42 13.60	 0.335
5BZQ J1416-2131	14 16 42.30	-21 31 54.98	 2.300
5BZQ J1417+4607	14 17 08.15	+46 07 05.41	 1.554
5BZQ J1417+2644	14 17 30.41	+26 44 57.01	 1.455
5BZQ J1417+3818	14 17 40.43	+38 18 21.09	 0.449
5BZB J1417+2543	14 17 56.68	+25 43 26.18	 0.237
5BZB J1418-0233	14 18 26.32	-02 33 34.09	 0.000
5BZQ J1418-3509	14 18 58.91	-35 09 42.51	 1.544
5BZB J1419+7732	14 19 00.30	+77 32 29.29	 0.000
